root_id,label,name,nt_type,flow,super_class,class,sub_class,cell_type,hemilineage,nerve,connectivity_tag,side,input_synapses,output_synapses
720575940618889931,[],GNG.3323,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['feedforward_loop_participant'; 'reciprocal'],right,122,15
720575940611630194,[],GNG.1750,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['feedforward_loop_participant'; 'reciprocal'],left,165,1085
720575940640554045,[],GNG.1469,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],right,161,482
720575940632596449,[],GNG.1298,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,194,731
720575940616934289,[],GNG.1540,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,180,504
720575940637019994,[],GNG.1479,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],right,180,499
720575940612642730,[],GNG.1214,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],right,16,905
720575940622606106,[],GNG.1131,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,14,1170
720575940611056482,[],GNG.2069,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],right,109,319
720575940636943849,[],GNG.2133,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['feedforward_loop_participant'; 'reciprocal'],left,78,243
720575940636542565,[],GNG.1993,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['feedforward_loop_participant'; 'reciprocal'],right,111,362
720575940616196539,[],GNG.1025,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,63,2292
720575940611643033,[],GNG.1040,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,56,2409
720575940626520402,[],GNG.2969,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],left,126,32
720575940628344074,[],GNG.1087,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,228,1612
720575940634826135,[],GNG.1236,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,251,1809
720575940609787256,[],GNG.1277,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,199,2116
720575940615015976,[],GNG.1311,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,234,692
720575940625972261,[],GNG.1160,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,235,1064
720575940623511795,[],GNG.1270,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,212,677
720575940655071905,[],GNG.1334,ACH,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,[],,aPhN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,226,594
